Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,TotalIncome,LoanIncomeRatio,EMI,EstimatedSavings,StabilityScore,DebtStress,Loan_Status
Male,No,2,Graduate,No,2308,3041,409,240,1,5349,0.07644859813084112,1.7041666666666666,1069.8,1783.0,0.00031853582554517134,1
Female,No,0,Graduate,Yes,8219,8160,536,240,1,16379,0.032722832722832725,2.2333333333333334,3275.8,16379.0,0.00013634513634513634,1
Female,Yes,2,Graduate,No,17863,6391,551,360,1,24254,0.02271696557410843,1.5305555555555554,4850.8,8084.666666666667,6.310268215030119e-05,1
Female,Yes,1,Graduate,Yes,12091,7287,190,240,1,19378,0.009804427473037825,0.7916666666666666,3875.6000000000004,9689.0,4.08517811376576e-05,1
Female,Yes,2,Graduate,Yes,6573,66,669,240,1,6639,0.10075301204819277,2.7875,1327.8000000000002,2213.0,0.0004198042168674699,1
Female,Yes,3,Graduate,No,9512,8123,496,360,1,17635,0.02812429122249943,1.3777777777777778,3527.0,4408.75,7.812303117360954e-05,1
Female,No,2,Graduate,No,19529,2750,339,300,1,22279,0.01521543985637343,1.13,4455.8,7426.333333333333,5.071813285457809e-05,1
Female,No,0,Not Graduate,No,15392,8661,258,240,0,24053,0.010725866799700674,1.075,4810.6,24053.0,4.469111166541947e-05,1
Male,Yes,0,Not Graduate,Yes,9749,9916,524,240,1,19665,0.026644971015966645,2.183333333333333,3933.0,19665.0,0.00011102071256652767,1
Male,No,2,Not Graduate,No,19013,6806,462,360,1,25819,0.017893106119287374,1.2833333333333334,5163.8,8606.333333333334,4.9703072553576043e-05,1
Male,Yes,3,Graduate,Yes,16647,6429,476,300,1,23076,0.020626597911340295,1.5866666666666667,4615.2,5769.0,6.875532637113432e-05,1
Male,Yes,1,Graduate,No,19237,8123,420,300,0,27360,0.015350316143415811,1.4,5472.0,13680.0,5.11677204780527e-05,1
Male,No,3,Not Graduate,No,2267,1631,339,300,1,3898,0.08694537060784817,1.13,779.6,974.5,0.0002898179020261605,1
Male,No,1,Graduate,No,5395,6452,481,360,0,11847,0.040597569209993245,1.336111111111111,2369.4,5923.5,0.00011277102558331457,1
Male,No,0,Not Graduate,No,11700,774,317,180,1,12474,0.025410821643286573,1.761111111111111,2494.8,12474.0,0.00014117123135159207,1
Female,No,3,Graduate,No,8829,6107,200,180,1,14936,0.01338956952533976,1.1111111111111112,2987.2000000000003,3734.0,7.438649736299868e-05,1
Female,No,1,Graduate,No,16832,7804,304,240,1,24636,0.012339164671023257,1.2666666666666666,4927.200000000001,12318.0,5.141318612926357e-05,1
Male,No,2,Not Graduate,Yes,16121,9678,402,240,0,25799,0.015581395348837209,1.675,5159.8,8599.666666666666,6.492248062015504e-05,1
Male,No,0,Not Graduate,No,12834,4019,426,240,1,16853,0.025275898896404414,1.775,3370.6000000000004,16853.0,0.00010531624540168505,1
Female,Yes,2,Not Graduate,Yes,19674,929,407,180,1,20603,0.019753445932828576,2.261111111111111,4120.6,6867.666666666667,0.0001097413662934921,1
Male,Yes,0,Not Graduate,No,2385,3012,657,360,1,5397,0.12171174509077436,1.825,1079.4,5397.0,0.00033808818080770654,1
Male,Yes,3,Not Graduate,No,9234,5024,419,240,1,14258,0.029384949856231152,1.7458333333333333,2851.6000000000004,3564.5,0.0001224372910676298,1
Female,Yes,3,Graduate,No,5406,6264,276,360,1,11670,0.023648359180875676,0.7666666666666667,2334.0,2917.5,6.568988661354354e-05,1
Male,Yes,0,Graduate,Yes,5992,7973,352,240,1,13965,0.025204067019905484,1.4666666666666666,2793.0,13965.0,0.00010501694591627284,1
Female,No,0,Graduate,Yes,11230,9697,438,360,1,20927,0.020928899082568807,1.2166666666666666,4185.400000000001,20927.0,5.813583078491335e-05,1
Male,Yes,0,Not Graduate,No,3573,4729,426,360,1,8302,0.05130675659400217,1.1833333333333333,1660.4,8302.0,0.0001425187683166727,1
Female,Yes,3,Not Graduate,Yes,18196,7961,167,180,1,26157,0.006384280143741876,0.9277777777777778,5231.400000000001,6539.25,3.5468223020788204e-05,1
Female,Yes,1,Not Graduate,No,7769,2819,54,360,0,10588,0.005099631693266597,0.15,2117.6,5294.0,1.4165643592407215e-05,1
Female,Yes,2,Not Graduate,No,18694,6655,493,300,1,25349,0.019447731755424063,1.6433333333333333,5069.8,8449.666666666666,6.48257725180802e-05,1
Male,Yes,2,Not Graduate,Yes,8341,1184,401,180,1,9525,0.042095318076842324,2.227777777777778,1905.0,3175.0,0.0002338628782046796,1
Female,Yes,3,Not Graduate,Yes,12455,8480,582,240,1,20935,0.027799006495987773,2.425,4187.0,5233.75,0.00011582919373328238,1
Male,Yes,2,Graduate,Yes,3532,6343,689,180,1,9875,0.06976508707978939,3.827777777777778,1975.0,3291.6666666666665,0.00038758381710994106,1
Male,No,0,Graduate,Yes,11199,527,173,300,1,11726,0.014752281060799864,0.5766666666666667,2345.2000000000003,11726.0,4.917427020266621e-05,1
Male,No,1,Graduate,No,14237,916,326,300,1,15153,0.021512471954599446,1.0866666666666667,3030.6000000000004,7576.5,7.170823984866481e-05,1
Male,Yes,2,Graduate,Yes,12262,9900,443,360,0,22162,0.019988268736181924,1.2305555555555556,4432.400000000001,7387.333333333333,5.552296871161646e-05,1
Female,No,1,Graduate,Yes,8629,3574,409,300,1,12203,0.033513602097672894,1.3633333333333333,2440.6,6101.5,0.00011171200699224297,1
Female,No,0,Not Graduate,No,10288,3319,672,300,1,13607,0.04938271604938271,2.24,2721.4,13607.0,0.0001646090534979424,1
Male,No,2,Not Graduate,Yes,3647,1406,518,300,1,5053,0.10249307479224377,1.7266666666666666,1010.6,1684.3333333333333,0.00034164358264081253,1
Male,No,3,Not Graduate,Yes,2115,1241,677,300,1,3356,0.2016681560917486,2.256666666666667,671.2,839.0,0.0006722271869724953,1
Female,Yes,1,Not Graduate,Yes,2447,5206,106,240,1,7653,0.013848967859942513,0.44166666666666665,1530.6000000000001,3826.5,5.770403274976047e-05,1
Male,No,0,Not Graduate,Yes,7177,7249,300,240,1,14426,0.020794343938448742,1.25,2885.2000000000003,14426.0,8.664309974353642e-05,1
Female,No,1,Not Graduate,No,9366,3133,199,180,1,12499,0.01592,1.1055555555555556,2499.8,6249.5,8.844444444444445e-05,1
Male,No,2,Graduate,No,3513,798,501,360,1,4311,0.1161873840445269,1.3916666666666666,862.2,1437.0,0.0003227427334570192,1
Male,Yes,2,Not Graduate,Yes,18374,1523,211,240,1,19897,0.010604080812141923,0.8791666666666667,3979.4,6632.333333333333,4.4183670050591346e-05,1
Female,Yes,3,Not Graduate,Yes,6487,7209,169,300,1,13696,0.01233846827772505,0.5633333333333334,2739.2000000000003,3424.0,4.112822759241683e-05,1
Male,Yes,0,Not Graduate,No,10233,4928,631,360,1,15161,0.04161720089697929,1.7527777777777778,3032.2000000000003,15161.0,0.00011560333582494248,1
Female,Yes,0,Not Graduate,Yes,10979,2888,400,240,1,13867,0.02884338044418806,1.6666666666666667,2773.4,13867.0,0.00012018075185078358,1
Male,Yes,3,Graduate,Yes,11325,2690,148,180,1,14015,0.010559360730593607,0.8222222222222222,2803.0,3503.75,5.8663115169964484e-05,1
Male,Yes,3,Graduate,Yes,4426,4091,216,300,1,8517,0.02535806527353839,0.72,1703.4,2129.25,8.452688424512796e-05,1
Male,Yes,0,Not Graduate,Yes,8782,7282,563,360,1,16064,0.035045129162776224,1.5638888888888889,3212.8,16064.0,9.734758100771172e-05,1
Female,No,1,Graduate,Yes,17135,9433,450,240,1,26568,0.016937031879257783,1.875,5313.6,13284.0,7.05709661635741e-05,1
Male,No,1,Graduate,Yes,17347,6249,414,360,1,23596,0.01754460312751621,1.15,4719.2,11798.0,4.873500868754502e-05,1
Male,No,3,Not Graduate,Yes,10990,690,626,240,1,11680,0.053591302114544985,2.6083333333333334,2336.0,2920.0,0.00022329709214393746,1
Male,Yes,1,Not Graduate,Yes,8486,8719,375,180,1,17205,0.021794722771126353,2.0833333333333335,3441.0,8602.5,0.00012108179317292418,1
Male,Yes,0,Not Graduate,Yes,8362,1495,630,300,1,9857,0.06390748630553865,2.1,1971.4,9857.0,0.0002130249543517955,1
Female,Yes,2,Not Graduate,No,13659,892,682,180,1,14551,0.04686641011544805,3.7888888888888888,2910.2000000000003,4850.333333333333,0.0002603689450858225,1
Female,Yes,2,Not Graduate,No,5923,8578,670,300,1,14501,0.04620052406564612,2.2333333333333334,2900.2000000000003,4833.666666666667,0.00015400174688548707,1
Male,Yes,1,Graduate,No,11950,9441,296,300,1,21391,0.013836948391922213,0.9866666666666667,4278.2,10695.5,4.612316130640738e-05,1
Female,No,3,Not Graduate,Yes,9659,5873,483,360,1,15532,0.031095087877422264,1.3416666666666666,3106.4,3883.0,8.637524410395072e-05,1
Male,No,3,Not Graduate,Yes,3573,4503,142,240,1,8076,0.017580784944905288,0.5916666666666667,1615.2,2019.0,7.325327060377203e-05,1
Male,Yes,3,Not Graduate,No,18585,897,317,180,1,19482,0.016270594877585587,1.761111111111111,3896.4,4870.5,9.039219376436437e-05,1
Male,Yes,3,Graduate,Yes,11611,710,664,180,0,12321,0.05388735594870962,3.688888888888889,2464.2000000000003,3080.25,0.0002993741997150535,1
Female,Yes,3,Not Graduate,No,8325,3695,673,180,1,12020,0.0559853589551618,3.738888888888889,2404.0,3005.0,0.0003110297719731211,1
Female,Yes,1,Not Graduate,Yes,12152,2686,370,360,0,14838,0.0249342947637981,1.0277777777777777,2967.6000000000004,7419.0,6.926192989943916e-05,1
Female,No,2,Not Graduate,No,13954,7188,111,360,1,21142,0.005249964527266708,0.30833333333333335,4228.400000000001,7047.333333333333,1.4583234797963078e-05,1
Female,Yes,2,Graduate,No,9468,5778,349,360,1,15246,0.02288974880304322,0.9694444444444444,3049.2000000000003,5082.0,6.358263556400895e-05,1
Female,Yes,1,Not Graduate,No,14016,7768,452,300,0,21784,0.02074822125315584,1.5066666666666666,4356.8,10892.0,6.916073751051946e-05,1
Female,Yes,3,Not Graduate,Yes,15790,5013,697,180,0,20803,0.0335031724668333,3.8722222222222222,4160.6,5200.75,0.00018612873592685166,1
Female,Yes,1,Not Graduate,No,9276,4512,616,300,1,13788,0.0446732903038654,2.0533333333333332,2757.6000000000004,6894.0,0.00014891096767955133,1
Female,No,2,Graduate,Yes,10058,415,669,180,0,10473,0.0638724460569028,3.716666666666667,2094.6,3491.0,0.00035484692253834896,1
Female,Yes,0,Not Graduate,Yes,10219,9663,352,180,1,19882,0.017703565860282655,1.9555555555555555,3976.4,19882.0,9.835314366823696e-05,1
Male,Yes,1,Not Graduate,Yes,6386,4180,302,240,0,10566,0.028579540077600076,1.2583333333333333,2113.2000000000003,5283.0,0.00011908141699000032,1
Female,No,3,Not Graduate,Yes,6119,4262,527,180,1,10381,0.050760932382970525,2.9277777777777776,2076.2000000000003,2595.25,0.0002820051799053918,1
Female,No,2,Graduate,Yes,15456,2515,418,360,1,17971,0.02325840195860227,1.1611111111111112,3594.2000000000003,5990.333333333333,6.460667210722854e-05,1
Female,No,2,Not Graduate,Yes,11845,9287,209,360,1,21132,0.009889745895045663,0.5805555555555556,4226.400000000001,7044.0,2.7471516375126843e-05,1
Female,Yes,2,Not Graduate,Yes,8375,9001,215,360,1,17376,0.012372676526443,0.5972222222222222,3475.2000000000003,5792.0,3.436854590678611e-05,1
Female,Yes,2,Not Graduate,No,11600,5640,254,240,1,17240,0.014732324111130445,1.0583333333333333,3448.0,5746.666666666667,6.138468379637686e-05,1
Female,No,3,Graduate,No,9356,6616,316,240,1,15972,0.01978338446127841,1.3166666666666667,3194.4,3993.0,8.243076858866002e-05,1
Female,No,0,Graduate,No,6901,992,187,300,1,7893,0.02368887762857867,0.6233333333333333,1578.6000000000001,7893.0,7.896292542859555e-05,1
Female,No,2,Not Graduate,Yes,4522,9473,417,180,1,13995,0.02979422692197771,2.316666666666667,2799.0,4665.0,0.00016552348289987617,1
Female,No,1,Graduate,Yes,13175,4370,492,180,0,17545,0.028040579049355977,2.7333333333333334,3509.0,8772.5,0.00015578099471864432,1
Female,No,0,Graduate,Yes,12412,1773,616,360,1,14185,0.043423093190469476,1.711111111111111,2837.0,14185.0,0.00012061970330685966,1
Female,No,2,Graduate,Yes,7238,3561,66,360,1,10799,0.006111111111111111,0.18333333333333332,2159.8,3599.6666666666665,1.697530864197531e-05,1
Male,Yes,0,Not Graduate,No,16626,3816,117,360,1,20442,0.0057232304456293105,0.325,4088.4,20442.0,1.589786234897031e-05,1
Male,Yes,1,Not Graduate,Yes,3270,6633,182,360,1,9903,0.018376413570274638,0.5055555555555555,1980.6000000000001,4951.5,5.1045593250762876e-05,1
Female,Yes,2,Graduate,No,13805,1756,479,360,1,15561,0.030780105384911965,1.3305555555555555,3112.2000000000003,5187.0,8.550029273586657e-05,1
Female,No,1,Graduate,Yes,11469,2373,357,360,1,13842,0.025789207541717835,0.9916666666666667,2768.4,6921.0,7.163668761588288e-05,1
Male,No,3,Graduate,No,13904,2576,699,180,1,16480,0.042412474971178935,3.8833333333333333,3296.0,4120.0,0.00023562486095099407,1
Female,No,2,Not Graduate,Yes,10489,9083,223,240,1,19572,0.01139324579778266,0.9291666666666667,3914.4,6524.0,4.747185749076108e-05,1
Male,No,2,Not Graduate,No,4715,4184,461,360,1,8899,0.05179775280898877,1.2805555555555554,1779.8000000000002,2966.3333333333335,0.00014388264669163545,1
Male,No,2,Graduate,Yes,13480,8899,146,180,0,22379,0.006523681858802502,0.8111111111111111,4475.8,7459.666666666667,3.6242676993347235e-05,1
Male,No,2,Graduate,No,8194,2397,203,360,1,10591,0.019165407854984894,0.5638888888888889,2118.2000000000003,3530.3333333333335,5.32372440416247e-05,1
Male,Yes,3,Graduate,Yes,18636,5969,291,300,1,24605,0.011826383808827116,0.97,4921.0,6151.25,3.942127936275705e-05,1
Male,Yes,2,Graduate,No,12161,4535,353,300,1,16696,0.021141522429178893,1.1766666666666667,3339.2000000000003,5565.333333333333,7.047174143059632e-05,1
Female,No,0,Not Graduate,No,2892,6883,334,180,1,9775,0.03416530278232406,1.8555555555555556,1955.0,9775.0,0.00018980723767957812,1
Male,Yes,2,Graduate,Yes,8289,8127,76,240,1,16416,0.004629347627459341,0.31666666666666665,3283.2000000000003,5472.0,1.9288948447747253e-05,1
Female,No,3,Not Graduate,No,15885,9168,451,300,0,25053,0.01800111758601421,1.5033333333333334,5010.6,6263.25,6.000372528671404e-05,1
Female,Yes,2,Graduate,Yes,18561,734,409,300,1,19295,0.021196102819237148,1.3633333333333333,3859.0,6431.666666666667,7.065367606412382e-05,1
Male,No,0,Graduate,Yes,1605,632,109,240,1,2237,0.04870420017873101,0.45416666666666666,447.40000000000003,2237.0,0.0002029341674113792,1
Male,No,3,Graduate,Yes,12979,4268,251,300,1,17247,0.014552411873840446,0.8366666666666667,3449.4,4311.75,4.850803957946815e-05,1
Female,Yes,3,Graduate,No,3446,4099,630,360,1,7545,0.08348794063079777,1.75,1509.0,1886.25,0.00023191094619666049,1
Male,Yes,0,Graduate,No,7044,2901,419,240,1,9945,0.04212748843756284,1.7458333333333333,1989.0,9945.0,0.0001755312018231785,1
Male,No,0,Not Graduate,Yes,18979,1663,582,300,0,20642,0.028193576515041417,1.94,4128.400000000001,20642.0,9.39785883834714e-05,1
Female,No,0,Graduate,Yes,14775,5591,201,240,0,20366,0.009868905582560024,0.8375,4073.2000000000003,20366.0,4.112043992733343e-05,1
Female,Yes,0,Graduate,No,8485,3872,151,360,0,12357,0.012218805631979284,0.41944444444444445,2471.4,12357.0,3.394112675549801e-05,1
Male,Yes,0,Graduate,No,3282,1054,656,300,1,4336,0.1512566290062255,2.1866666666666665,867.2,4336.0,0.0005041887633540849,1
Female,No,3,Not Graduate,No,7713,8572,495,180,1,16285,0.030394203610462973,2.75,3257.0,4071.25,0.0001688566867247943,1
Male,Yes,3,Not Graduate,Yes,15985,3082,278,300,1,19067,0.014579400041955109,0.9266666666666666,3813.4,4766.75,4.859800013985036e-05,1
Male,No,2,Not Graduate,Yes,17105,8007,174,300,1,25112,0.006928682355752001,0.58,5022.400000000001,8370.666666666666,2.309560785250667e-05,1
Male,No,2,Not Graduate,Yes,6369,9784,285,360,1,16153,0.017642689117246504,0.7916666666666666,3230.6000000000004,5384.333333333333,4.900746977012917e-05,1
Female,No,1,Graduate,Yes,19445,4261,211,180,0,23706,0.008900324798582698,1.1722222222222223,4741.2,11853.0,4.9446248881014986e-05,1
Female,No,2,Graduate,Yes,11367,2389,603,180,0,13756,0.043832230864287273,3.35,2751.2000000000003,4585.333333333333,0.00024351239369048484,1
Female,Yes,2,Graduate,No,5481,3553,402,180,1,9034,0.044493635860542335,2.2333333333333334,1806.8000000000002,3011.3333333333335,0.0002471868658919019,1
Female,Yes,0,Not Graduate,Yes,10993,5138,117,360,1,16131,0.007252665509546244,0.325,3226.2000000000003,16131.0,2.01462930820729e-05,1
Female,Yes,0,Graduate,No,7182,9399,222,360,1,16581,0.013388011096369558,0.6166666666666667,3316.2000000000003,16581.0,3.718891971213766e-05,1
Male,Yes,2,Graduate,No,7282,544,686,360,1,7826,0.0876453302670244,1.9055555555555554,1565.2,2608.6666666666665,0.00024345925074173444,1
Male,Yes,1,Not Graduate,Yes,18827,3663,608,360,1,22490,0.02703303543639678,1.6888888888888889,4498.0,11245.0,7.509176510110217e-05,1
Male,Yes,0,Not Graduate,No,10637,2239,310,360,1,12876,0.024073930263260077,0.8611111111111112,2575.2000000000003,12876.0,6.687202850905577e-05,1
Male,Yes,2,Not Graduate,Yes,18484,3773,266,180,1,22257,0.011950759277563124,1.4777777777777779,4451.400000000001,7419.0,6.639310709757292e-05,1
Female,No,2,Graduate,No,14512,2627,173,240,1,17139,0.010093348891481913,0.7208333333333333,3427.8,5713.0,4.205562038117464e-05,1
Male,Yes,3,Graduate,Yes,3024,6618,211,360,1,9642,0.021881157316187907,0.5861111111111111,1928.4,2410.5,6.0780992544966413e-05,1
Female,Yes,1,Not Graduate,Yes,18134,6780,250,240,1,24914,0.010034115994380895,1.0416666666666667,4982.8,12457.0,4.180881664325373e-05,1
Male,No,3,Graduate,No,1578,8015,503,300,1,9593,0.052428601209089015,1.6766666666666667,1918.6000000000001,2398.25,0.00017476200403029673,1
Female,Yes,1,Not Graduate,Yes,4623,3130,451,300,1,7753,0.05816352850141862,1.5033333333333334,1550.6000000000001,3876.5,0.0001938784283380621,1
Female,Yes,0,Not Graduate,No,8564,96,511,360,1,8660,0.05900011546010853,1.4194444444444445,1732.0,8660.0,0.0001638892096114126,1
Male,No,1,Graduate,Yes,14568,3858,324,300,1,18426,0.017582894665436586,1.08,3685.2000000000003,9213.0,5.860964888478863e-05,1
Male,Yes,2,Not Graduate,Yes,9917,2708,255,240,1,12625,0.020196420085537778,1.0625,2525.0,4208.333333333333,8.415175035640741e-05,1
Male,Yes,2,Not Graduate,Yes,14862,5397,89,300,1,20259,0.0043928923988154,0.2966666666666667,4051.8,6753.0,1.4642974662718001e-05,1
Male,Yes,1,Not Graduate,No,2709,6152,322,300,1,8861,0.036334913112164295,1.0733333333333333,1772.2,4430.5,0.00012111637704054765,1
Female,No,1,Graduate,No,6653,456,142,240,0,7109,0.019971870604781998,0.5916666666666667,1421.8000000000002,3554.5,8.321612751992498e-05,1
Male,Yes,1,Not Graduate,Yes,6398,5914,91,300,1,12312,0.007390562819783968,0.30333333333333334,2462.4,6156.0,2.4635209399279895e-05,1
Male,Yes,3,Not Graduate,No,12371,4368,514,360,1,16739,0.030704898446833932,1.4277777777777778,3347.8,4184.75,8.52913845745387e-05,1
Female,No,1,Not Graduate,Yes,9110,4088,428,240,1,13198,0.0324266989923479,1.7833333333333334,2639.6000000000004,6599.0,0.0001351112458014496,1
Male,Yes,0,Not Graduate,No,12577,9223,156,240,0,21800,0.007155635062611807,0.65,4360.0,21800.0,2.9815146094215862e-05,1
Male,No,3,Not Graduate,No,17291,8399,377,180,0,25690,0.014674399595188977,2.0944444444444446,5138.0,6422.5,8.152444219549432e-05,1
Male,No,3,Not Graduate,Yes,4044,1937,114,180,1,5981,0.01905717151454363,0.6333333333333333,1196.2,1495.25,0.00010587317508079794,1
Male,Yes,1,Not Graduate,Yes,7022,1146,414,240,0,8168,0.050679397723099526,1.725,1633.6000000000001,4084.0,0.00021116415717958135,1
Male,No,0,Graduate,Yes,3870,5152,533,240,0,9022,0.05907126232960213,2.220833333333333,1804.4,9022.0,0.0002461302597066755,1
Female,No,3,Graduate,Yes,6210,4299,696,180,1,10509,0.06622264509990486,3.8666666666666667,2101.8,2627.25,0.0003679035838883603,1
Male,Yes,2,Not Graduate,Yes,1828,8118,73,360,0,9946,0.007338896149592842,0.20277777777777778,1989.2,3315.3333333333335,2.0385822637757893e-05,1
Male,No,3,Graduate,No,15183,8634,589,300,0,23817,0.024729196406079436,1.9633333333333334,4763.400000000001,5954.25,8.243065468693145e-05,1
Male,No,1,Graduate,No,7079,7759,111,300,1,14838,0.00748028842913943,0.37,2967.6000000000004,7419.0,2.49342947637981e-05,1
Male,Yes,0,Not Graduate,Yes,14622,7953,540,300,1,22575,0.02391920623671155,1.8,4515.0,22575.0,7.973068745570518e-05,1
Male,Yes,1,Graduate,Yes,8294,4784,322,240,1,13078,0.02461961923694472,1.3416666666666666,2615.6000000000004,6539.0,0.000102581746820603,1
Female,Yes,2,Not Graduate,Yes,1620,9024,278,360,0,10644,0.026115547205260686,0.7722222222222223,2128.8,3548.0,7.254318668127969e-05,1
Male,No,2,Not Graduate,No,8249,1461,69,180,1,9710,0.007105344454742045,0.38333333333333336,1942.0,3236.6666666666665,3.947413585967803e-05,1
Female,Yes,2,Not Graduate,Yes,15263,1159,52,360,1,16422,0.003166291177007855,0.14444444444444443,3284.4,5474.0,8.795253269466263e-06,1
Female,No,1,Not Graduate,Yes,18848,386,470,360,0,19234,0.02443462438263582,1.3055555555555556,3846.8,9617.0,6.787395661843283e-05,1
Male,No,3,Not Graduate,No,16950,7192,356,300,0,24142,0.01474547487884687,1.1866666666666668,4828.400000000001,6035.5,4.9151582929489575e-05,1
Male,No,1,Graduate,No,5175,9910,481,180,0,15085,0.03188386583587432,2.672222222222222,3017.0,7542.5,0.00017713258797707955,1
Male,No,0,Not Graduate,No,19960,4775,185,360,1,24735,0.007478978007761966,0.5138888888888888,4947.0,24735.0,2.0774938910449905e-05,1
Male,No,3,Graduate,No,7143,3409,564,180,1,10552,0.05344451814649863,3.1333333333333333,2110.4,2638.0,0.00029691398970277014,1
Female,No,2,Not Graduate,Yes,13060,689,242,240,1,13749,0.0176,1.0083333333333333,2749.8,4583.0,7.333333333333333e-05,1
Male,No,1,Not Graduate,No,19200,7028,634,300,1,26228,0.024171718327042586,2.1133333333333333,5245.6,13114.0,8.057239442347529e-05,1
Male,Yes,2,Not Graduate,No,19080,7262,464,180,1,26342,0.01761378734388642,2.577777777777778,5268.400000000001,8780.666666666666,9.785437413270235e-05,1
Male,Yes,2,Graduate,Yes,16883,5664,167,240,1,22547,0.007406421855596949,0.6958333333333333,4509.400000000001,7515.666666666667,3.086009106498728e-05,1
Male,No,0,Not Graduate,Yes,4670,6766,258,240,1,11436,0.022558363207134738,1.075,2287.2000000000003,11436.0,9.399318002972807e-05,1
Male,No,3,Not Graduate,Yes,1855,9361,83,240,1,11216,0.0073994829276990285,0.3458333333333333,2243.2000000000003,2804.0,3.083117886541262e-05,1
Male,Yes,0,Not Graduate,No,11218,952,698,360,1,12170,0.0573494371867554,1.9388888888888889,2434.0,12170.0,0.00015930399218543168,1
Female,No,0,Not Graduate,Yes,1528,6142,367,360,1,7670,0.047842523790900794,1.0194444444444444,1534.0,7670.0,0.00013289589941916887,1
Female,Yes,0,Graduate,No,16331,5967,169,300,1,22298,0.007578815193506435,0.5633333333333334,4459.6,22298.0,2.526271731168812e-05,1
Male,Yes,2,Not Graduate,No,18897,7205,676,300,1,26102,0.025897406428379878,2.2533333333333334,5220.400000000001,8700.666666666666,8.63246880945996e-05,1
Male,Yes,0,Graduate,No,12394,2484,574,240,1,14878,0.038577861415417705,2.3916666666666666,2975.6000000000004,14878.0,0.00016074108923090709,1
Male,No,0,Not Graduate,Yes,10519,1854,630,300,1,12373,0.050913205107483435,2.1,2474.6000000000004,12373.0,0.00016971068369161146,1
Female,No,3,Graduate,No,14138,3231,138,360,0,17369,0.007944732297063902,0.38333333333333336,3473.8,4342.25,2.206870082517751e-05,1
Male,Yes,3,Graduate,Yes,16389,2597,561,300,1,18986,0.029546531837573078,1.87,3797.2000000000003,4746.5,9.848843945857693e-05,1
Female,Yes,0,Not Graduate,Yes,3524,7829,96,180,1,11353,0.008455169984146556,0.5333333333333333,2270.6,11353.0,4.697316657859198e-05,1
Male,Yes,3,Not Graduate,Yes,7339,8186,571,360,1,15525,0.03677701919361072,1.586111111111111,3105.0,3881.25,0.00010215838664891866,1
Male,Yes,3,Graduate,No,15003,3983,333,240,0,18986,0.017538315689682414,1.3875,3797.2000000000003,4746.5,7.307631537367672e-05,1
Male,Yes,0,Not Graduate,No,11803,6963,426,240,0,18766,0.022699419193264774,1.775,3753.2000000000003,18766.0,9.458091330526988e-05,1
Male,No,2,Not Graduate,No,18638,6684,687,300,1,25322,0.027129487027603365,2.29,5064.400000000001,8440.666666666666,9.043162342534455e-05,1
Female,Yes,0,Not Graduate,Yes,19122,656,183,360,1,19778,0.009252237221295314,0.5083333333333333,3955.6000000000004,19778.0,2.5700658948042535e-05,1
Female,No,3,Graduate,No,3406,7743,297,240,1,11149,0.02663677130044843,1.2375,2229.8,2787.25,0.00011098654708520179,1
Male,Yes,2,Not Graduate,No,8899,6839,367,240,1,15738,0.023317872800050828,1.5291666666666666,3147.6000000000004,5246.0,9.715780333354512e-05,1
Male,No,1,Not Graduate,No,9461,9988,485,360,1,19449,0.02493573264781491,1.3472222222222223,3889.8,9724.5,6.926592402170809e-05,1
Female,No,2,Not Graduate,No,13531,6312,225,360,1,19843,0.011338439830679298,0.625,3968.6000000000004,6614.333333333333,3.1495666196331386e-05,1
Female,No,3,Graduate,No,16628,7938,635,240,0,24566,0.02584768184963569,2.6458333333333335,4913.2,6141.5,0.00010769867437348205,1
Female,No,2,Not Graduate,Yes,17163,9954,400,300,0,27117,0.01475035032082012,1.3333333333333333,5423.400000000001,9039.0,4.916783440273373e-05,1
Female,No,0,Graduate,Yes,2960,6176,192,300,1,9136,0.02101346174893291,0.64,1827.2,9136.0,7.004487249644304e-05,1
Male,No,1,Not Graduate,Yes,17182,3285,447,300,1,20467,0.021838968145397694,1.49,4093.4,10233.5,7.279656048465898e-05,1
Female,Yes,1,Graduate,Yes,16693,9777,673,180,1,26470,0.025424048959238412,3.738888888888889,5294.0,13235.0,0.0001412447164402134,1
Male,No,1,Not Graduate,No,19300,5559,692,360,1,24859,0.027835880933226066,1.9222222222222223,4971.8,12429.5,7.732189148118352e-05,1
Female,Yes,3,Not Graduate,Yes,12545,3563,418,240,0,16108,0.025948227698801913,1.7416666666666667,3221.6000000000004,4027.0,0.00010811761541167463,1
Female,No,3,Graduate,No,9266,4584,550,180,1,13850,0.039708324308714175,3.0555555555555554,2770.0,3462.5,0.00022060180171507872,1
Female,No,1,Graduate,Yes,19312,4817,671,300,1,24129,0.027807708246995442,2.236666666666667,4825.8,12064.5,9.269236082331815e-05,1
Female,Yes,2,Graduate,Yes,5878,5041,419,180,1,10919,0.03836996336996337,2.327777777777778,2183.8,3639.6666666666665,0.00021316646316646318,1
Female,No,1,Not Graduate,Yes,9029,6182,628,240,0,15211,0.041283197475677096,2.6166666666666667,3042.2000000000003,7605.5,0.00017201332281532124,1
Male,Yes,2,Not Graduate,No,4571,8026,431,240,1,12597,0.034211779647563105,1.7958333333333334,2519.4,4199.0,0.0001425490818648463,1
